"ID";"method";"file";"N";"M";"SD";"r";"kvar_obj";"kmeans_obj";"means_obj";"sd_obj";"skew_obj";"kur_obj";"cor_obj"
"A1R0G6D8";"diversity";"N120_M5_SD1_r0.3_A1R0G6D8";120;5;1;"0.3";1172.97480115635;580.123185835188;0.0291868769909734;0.0798126087720545;0.456898374313629;1.2412167886991;0.124169828107536
"A1R0G6D8";"k-means";"N120_M5_SD1_r0.3_A1R0G6D8";120;5;1;"0.3";1167.0737238558;580.240081888716;0.00702328826399264;0.148438509467802;0.674978640352929;1.15715642672343;0.241440967685577
"A1R0G6D8";"k-plus";"N120_M5_SD1_r0.3_A1R0G6D8";120;5;1;"0.3";1176.24626713195;580.221031495588;0.0139111152395428;0.00716583729289022;0.694552668732872;1.76438846357055;0.210024424194604
"A1R0G6D8";"k-plus-correlation";"N120_M5_SD1_r0.3_A1R0G6D8";120;5;1;"0.3";1175.91474889378;580.186150419383;0.0211594351698204;0.0257019695428092;0.758009316344155;1.90822855759757;0.0259007897169913
"A1R0G6D8";"k-plus-skew-kurtosis";"N120_M5_SD1_r0.3_A1R0G6D8";120;5;1;"0.3";1176.08065411098;580.179053385085;0.0229614095270155;0.0208678848427164;0.385101626944397;1.70586640783894;0.269026866087625
"A1R0G6D8";"random";"N120_M5_SD1_r0.3_A1R0G6D8";120;5;1;"0.3";1149.46847913067;568.716470109656;0.288429725496001;0.261984224829124;0.577307070458952;0.947051752092371;0.263352869567304
"A4V8F5J1";"diversity";"N84_M5_SD2_r0.2_A4V8F5J1";84;5;2;"0.2";18442.1424274465;1897.93943652956;0.0379712514290809;0.22724904710961;0.428133391803378;1.029094620597;0.178015458165202
"A4V8F5J1";"k-means";"N84_M5_SD2_r0.2_A4V8F5J1";84;5;2;"0.2";18256.6777676225;1897.97690302153;0.0333089272397667;0.431536039020006;0.659639247462718;1.23526707540531;0.228011512809473
"A4V8F5J1";"k-plus";"N84_M5_SD2_r0.2_A4V8F5J1";84;5;2;"0.2";18534.5081733719;1897.94661707852;0.0416535386456736;0.0457346251077844;0.894068891736553;1.47970500931637;0.348357341755889
"A4V8F5J1";"k-plus-correlation";"N84_M5_SD2_r0.2_A4V8F5J1";84;5;2;"0.2";18534.7092989805;1897.85447759638;0.0442737914282459;0.0500416214141347;0.662169646260829;1.01090763212546;0.066899762587184
"A4V8F5J1";"k-plus-skew-kurtosis";"N84_M5_SD2_r0.2_A4V8F5J1";84;5;2;"0.2";18527.2916581607;1897.49106705308;0.0800656979884831;0.0807329809047858;0.482208511180377;1.35040477193112;0.30716807471157
"A4V8F5J1";"random";"N84_M5_SD2_r0.2_A4V8F5J1";84;5;2;"0.2";18232.3018610504;1837.1814694219;0.783557611106176;0.438031618477402;0.575814105326615;1.23981201363308;0.319373007441548
"A6U2M7L5";"diversity";"N108_M5_SD1_r0.4_A6U2M7L5";108;5;1;"0.4";952.916175598624;536.253007224103;0.0293990771760437;0.0574462277122492;0.38808584217958;0.778634160143175;0.107317024586982
"A6U2M7L5";"k-means";"N108_M5_SD1_r0.4_A6U2M7L5";108;5;1;"0.4";924.908939710851;536.337205657025;0.011207181990063;0.218483849261847;0.74045291166158;0.558263631878999;0.255430537674547
"A6U2M7L5";"k-plus";"N108_M5_SD1_r0.4_A6U2M7L5";108;5;1;"0.4";954.540120103784;536.304043614552;0.0211590647304136;0.00481605961975964;0.630074768324745;0.72381129442082;0.137631497910663
"A6U2M7L5";"k-plus-correlation";"N108_M5_SD1_r0.4_A6U2M7L5";108;5;1;"0.4";954.417954973441;536.247546658506;0.0282138018074693;0.0166318594216225;0.690324761758933;0.790636101248846;0.0396093897670065
"A6U2M7L5";"k-plus-skew-kurtosis";"N108_M5_SD1_r0.4_A6U2M7L5";108;5;1;"0.4";954.440532984029;536.298795024059;0.0221599743546759;0.0156150493911551;0.188445138626542;0.841791964471906;0.199788824895563
"A6U2M7L5";"random";"N108_M5_SD1_r0.4_A6U2M7L5";108;5;1;"0.4";941.041739724202;522.485429280282;0.345757268982521;0.174174195147752;0.303059393111775;0.768375804632999;0.318355231391264
"A9S1V5R8";"diversity";"N192_M5_SD1_r0.4_A9S1V5R8";192;5;1;"0.4";1794.34998854623;955.82060879496;0.0153832798659349;0.0704000080421152;0.192849689555716;0.430336035594689;0.0542825055845678
"A9S1V5R8";"k-means";"N192_M5_SD1_r0.4_A9S1V5R8";192;5;1;"0.4";1779.44045228532;955.863980684196;0.00382128810728203;0.15062949330399;0.504098728465507;0.607717947745361;0.168458848505481
"A9S1V5R8";"k-plus";"N192_M5_SD1_r0.4_A9S1V5R8";192;5;1;"0.4";1798.43057357811;955.861209343228;0.00556272681360897;0.0053946535495363;0.412142160596335;0.422950923077153;0.126663735311199
"A9S1V5R8";"k-plus-correlation";"N192_M5_SD1_r0.4_A9S1V5R8";192;5;1;"0.4";1798.41712766803;955.842284065593;0.0104742456158899;0.00672379545633477;0.526575918039939;0.768600852812219;0.0168826120670376
"A9S1V5R8";"k-plus-skew-kurtosis";"N192_M5_SD1_r0.4_A9S1V5R8";192;5;1;"0.4";1798.40215727504;955.813674225363;0.0153807527934007;0.00809614364974953;0.174365398812656;0.270510451739091;0.159554175198641
"A9S1V5R8";"random";"N192_M5_SD1_r0.4_A9S1V5R8";192;5;1;"0.4";1779.38376314672;952.340635281433;0.130300714092699;0.146717336910861;0.440061011200866;0.499924718547614;0.18822561913779
"B1X7G4N2";"diversity";"N168_M5_SD3_r0.3_B1X7G4N2";168;5;3;"0.3";134514.684071268;7719.23657028918;0.0361819802863033;0.205317103346861;0.349858996811507;1.04207021486701;0.0800774036706447
"B1X7G4N2";"k-means";"N168_M5_SD3_r0.3_B1X7G4N2";168;5;3;"0.3";131715.057241339;7719.45218315145;0.0192853037258225;0.662841116570931;0.342521732099723;0.800097202533224;0.205439536168671
"B1X7G4N2";"k-plus";"N168_M5_SD3_r0.3_B1X7G4N2";168;5;3;"0.3";134742.213985801;7719.32806257846;0.0320157545602984;0.0114592840298716;0.679434196088611;1.21864195905363;0.195039191136695
"B1X7G4N2";"k-plus-correlation";"N168_M5_SD3_r0.3_B1X7G4N2";168;5;3;"0.3";134733.060373316;7719.13202764956;0.046039400252695;0.0392935532610317;0.700837992454465;1.09931202369171;0.0190699325834364
"B1X7G4N2";"k-plus-skew-kurtosis";"N168_M5_SD3_r0.3_B1X7G4N2";168;5;3;"0.3";134729.925327407;7719.38384052532;0.0286214087841524;0.0463090018874647;0.130091096634039;0.695131165765054;0.198460638420889
"B1X7G4N2";"random";"N168_M5_SD3_r0.3_B1X7G4N2";168;5;3;"0.3";133871.106001634;7635.27492282959;0.698075401450837;0.35814894031801;0.321726394479335;1.07504014401695;0.161475422638672
"B4Q5H0M6";"diversity";"N216_M4_SD1_r0.4_B4Q5H0M6";216;4;1;"0.4";1469.2290002766;821.398858143582;0.00908146007584603;0.0532074437758853;0.181572191390686;0.526050209944449;0.0586889170369914
"B4Q5H0M6";"k-means";"N216_M4_SD1_r0.4_B4Q5H0M6";216;4;1;"0.4";1449.97837117934;821.411969453279;0.00230996610233969;0.159666864841952;0.416084688108142;0.796227075883429;0.158659405442929
"B4Q5H0M6";"k-plus";"N216_M4_SD1_r0.4_B4Q5H0M6";216;4;1;"0.4";1471.41411845216;821.409535114537;0.00463412776344898;0.00245774604612828;0.376837008011572;1.08050974964373;0.146198797294806
"B4Q5H0M6";"k-plus-correlation";"N216_M4_SD1_r0.4_B4Q5H0M6";216;4;1;"0.4";1471.40878712168;821.404507295508;0.00713732742788245;0.00378568848916511;0.490817841224996;1.11062182351138;0.0056025695599079
"B4Q5H0M6";"k-plus-skew-kurtosis";"N216_M4_SD1_r0.4_B4Q5H0M6";216;4;1;"0.4";1471.36445173295;821.403109652114;0.00719538265159085;0.00846968572988629;0.0774100272474866;0.391831515115243;0.159537392899321
"B4Q5H0M6";"random";"N216_M4_SD1_r0.4_B4Q5H0M6";216;4;1;"0.4";1461.04207746356;802.250436712446;0.316892924842554;0.102434848570548;0.583610155298939;0.744136766251525;0.159708737549968
"B8N9J0I6";"diversity";"N60_M3_SD3_r0.5_B8N9J0I6";60;3;3;"0.5";19402.4808236081;1454.02438595969;0.0576451841756685;0.287957519429388;0.158058645435477;0.600848569043268;0.14502477688274
"B8N9J0I6";"k-means";"N60_M3_SD3_r0.5_B8N9J0I6";60;3;3;"0.5";18446.4582697994;1454.11238556939;0.0279268663218382;0.958217301556928;0.259747592757613;1.0148252071565;0.246005684854805
"B8N9J0I6";"k-plus";"N60_M3_SD3_r0.5_B8N9J0I6";60;3;3;"0.5";19484.0867381836;1454.03731725951;0.0559035456723575;0.0408374707395175;0.656078515152165;0.579306251352159;0.146672853626644
"B8N9J0I6";"k-plus-correlation";"N60_M3_SD3_r0.5_B8N9J0I6";60;3;3;"0.5";19483.3764343226;1453.73418928584;0.105677184788307;0.0485464969859627;0.914243502257533;0.899717326290015;0.0495614664327137
"B8N9J0I6";"k-plus-skew-kurtosis";"N60_M3_SD3_r0.5_B8N9J0I6";60;3;3;"0.5";19482.9311177018;1453.59230438243;0.109638726395642;0.051378478898378;0.295639295915298;0.468675266018371;0.275747213972358
"B8N9J0I6";"random";"N60_M3_SD3_r0.5_B8N9J0I6";60;3;3;"0.5";18864.4357865907;1429.64375797797;0.808950243383723;0.774182679077159;0.370619514908639;0.791106828910619;0.479492452009403
"B9C7F4R6";"diversity";"N132_M5_SD3_r0.5_B9C7F4R6";132;5;3;"0.5";86091.2711728923;5921.62405426805;0.0735339473717992;0.159818240029017;0.229762648760917;0.521842716526739;0.0657085329333695
"B9C7F4R6";"k-means";"N132_M5_SD3_r0.5_B9C7F4R6";132;5;3;"0.5";86002.4103818944;5922.23704862459;0.0311142305419737;0.168121230011602;0.27111561147206;0.730281725655139;0.160955040418345
"B9C7F4R6";"k-plus";"N132_M5_SD3_r0.5_B9C7F4R6";132;5;3;"0.5";86211.1316131994;5922.11979580516;0.0370082103248523;0.0228951472309318;0.416550643976934;0.469588655570187;0.124085023159512
"B9C7F4R6";"k-plus-correlation";"N132_M5_SD3_r0.5_B9C7F4R6";132;5;3;"0.5";86206.0264612411;5921.93660069941;0.0518635533888143;0.0378564727566298;0.454941405525537;0.628379848590089;0.0287352779491318
"B9C7F4R6";"k-plus-skew-kurtosis";"N132_M5_SD3_r0.5_B9C7F4R6";132;5;3;"0.5";86204.9728910935;5922.15875272976;0.0374809247331414;0.0386212583440919;0.118386367537842;0.320046046614801;0.115309188653681
"B9C7F4R6";"random";"N132_M5_SD3_r0.5_B9C7F4R6";132;5;3;"0.5";84698.8662580104;5897.14457550008;0.425211820898888;0.553894976357798;0.422335164215456;0.602743659438822;0.155484445872886
"B9H6V0X2";"diversity";"N24_M4_SD2_r0.4_B9H6V0X2";24;4;2;"0.4";1939.28782280769;335.768895975339;0.341256493007497;0.492946525315118;0.704926141873467;0.625801475912896;0.290488679372666
"B9H6V0X2";"k-means";"N24_M4_SD2_r0.4_B9H6V0X2";24;4;2;"0.4";1838.27990250775;337.942120258665;0.141646625105812;0.828444144664206;0.889698921672148;0.532413195005427;0.280754913319859
"B9H6V0X2";"k-plus";"N24_M4_SD2_r0.4_B9H6V0X2";24;4;2;"0.4";1987.01781153671;335.845617878555;0.337220123267621;0.181517508673698;1.01025205672671;0.705120388151438;0.195444457950603
"B9H6V0X2";"k-plus-correlation";"N24_M4_SD2_r0.4_B9H6V0X2";24;4;2;"0.4";1977.56012880095;336.941390317978;0.265061539907253;0.27495258422051;1.0209365054997;0.534504520474803;0.261447230456372
"B9H6V0X2";"k-plus-skew-kurtosis";"N24_M4_SD2_r0.4_B9H6V0X2";24;4;2;"0.4";1979.65805218779;336.935437971412;0.242698079289804;0.274100722923728;1.13722976915284;0.61118861546809;0.346969397234333
"B9H6V0X2";"random";"N24_M4_SD2_r0.4_B9H6V0X2";24;4;2;"0.4";1833.52936495296;325.117472404123;0.810525258800831;0.820940055180704;0.978841465335664;1.01810725648296;0.419738858070151
"C1U3R4A0";"diversity";"N72_M5_SD3_r0.2_C1U3R4A0";72;5;3;"0.2";54039.6548106901;3318.35576266906;0.175988777209639;0.377696024622122;0.291968361403528;0.741017620631595;0.19766762875652
"C1U3R4A0";"k-means";"N72_M5_SD3_r0.2_C1U3R4A0";72;5;3;"0.2";53957.443838254;3320.51524945179;0.0650280901516934;0.446049349282021;0.616364977147563;0.682670168512305;0.303452179107604
"C1U3R4A0";"k-plus";"N72_M5_SD3_r0.2_C1U3R4A0";72;5;3;"0.2";54412.4123537296;3319.94353654274;0.101728913316634;0.052301791256714;0.46244605025841;1.23249408972297;0.309795349887979
"C1U3R4A0";"k-plus-correlation";"N72_M5_SD3_r0.2_C1U3R4A0";72;5;3;"0.2";54381.6959085487;3317.3498809697;0.214792315262857;0.116672645387213;0.411734240638461;0.923445623069959;0.0788185222362004
"C1U3R4A0";"k-plus-skew-kurtosis";"N72_M5_SD3_r0.2_C1U3R4A0";72;5;3;"0.2";54383.237279183;3319.43595225844;0.137247199939816;0.120468078791778;0.441675544370082;0.580301590108822;0.505202194250916
"C1U3R4A0";"random";"N72_M5_SD3_r0.2_C1U3R4A0";72;5;3;"0.2";53250.4314066987;3229.62023276386;1.09045748804573;0.668630370077322;0.549257022888612;0.950671967601967;0.341459510492028
"C2L9Q6N4";"diversity";"N120_M5_SD2_r0.4_C2L9Q6N4";120;5;2;"0.4";20938.9738075651;2297.2375100199;0.0748900550199574;0.152978168048217;0.718902027796437;0.989233410921961;0.0934381871887173
"C2L9Q6N4";"k-means";"N120_M5_SD2_r0.4_C2L9Q6N4";120;5;2;"0.4";20736.8547286341;2297.91574056182;0.0196695480635192;0.343898582794521;0.858244098700277;1.36989558550897;0.282606466502431
"C2L9Q6N4";"k-plus";"N120_M5_SD2_r0.4_C2L9Q6N4";120;5;2;"0.4";20991.8303724614;2297.83248918755;0.0326345369113463;0.0294399595696244;0.560108349051681;1.41151062853897;0.159441244219474
"C2L9Q6N4";"k-plus-correlation";"N120_M5_SD2_r0.4_C2L9Q6N4";120;5;2;"0.4";20988.7311859725;2297.70205163091;0.0449474994270433;0.0465033093784631;0.669016339539199;1.58509943709028;0.0293601290503803
"C2L9Q6N4";"k-plus-skew-kurtosis";"N120_M5_SD2_r0.4_C2L9Q6N4";120;5;2;"0.4";20991.6903245788;2297.74322816287;0.041606047830702;0.0275874585578213;0.381451668436543;0.944097811638081;0.179506667989718
"C2L9Q6N4";"random";"N120_M5_SD2_r0.4_C2L9Q6N4";120;5;2;"0.4";20805.6171619921;2285.26659420031;0.331654125679807;0.306862912637526;0.789637892483108;1.56959692335605;0.256903992236449
"C5X7B8A0";"diversity";"N132_M3_SD1_r0_C5X7B8A0";132;3;1;"0";980.879121409872;379.668188155266;0.0251330633227662;0.100845032062087;0.451933383523367;1.34577023790063;0.124112217151093
"C5X7B8A0";"k-means";"N132_M3_SD1_r0_C5X7B8A0";132;3;1;"0";967.532960733231;379.71120464061;0.00188327823849147;0.23218771645063;0.546640635567016;1.28279158540961;0.216103178355425
"C5X7B8A0";"k-plus";"N132_M3_SD1_r0_C5X7B8A0";132;3;1;"0";984.404800997821;379.709217760238;0.00551833992220094;0.00361661764586555;0.677503764604716;2.11336653048951;0.203911673697885
"C5X7B8A0";"k-plus-correlation";"N132_M3_SD1_r0_C5X7B8A0";132;3;1;"0";984.400973772954;379.706800984078;0.0066403315207935;0.00567589686814222;0.781619181180174;2.09073218599615;0.0097394750485422
"C5X7B8A0";"k-plus-skew-kurtosis";"N132_M3_SD1_r0_C5X7B8A0";132;3;1;"0";984.376603579045;379.708585041239;0.00606131160255095;0.0106972287636498;0.238189984338595;1.1294409687441;0.190600617276104
"C5X7B8A0";"random";"N132_M3_SD1_r0_C5X7B8A0";132;3;1;"0";964.505217812541;378.265662625775;0.140149168768353;0.259986062905186;0.538366305057953;1.36727852822766;0.303176018356916
"C8E3X0T6";"diversity";"N180_M2_SD1_r0_C8E3X0T6";180;2;1;"0";866.769374407573;403.316344891313;0.0146397061816511;0.0235218619598074;0.13770262463015;0.176799192457597;0.0103874870672561
"C8E3X0T6";"k-means";"N180_M2_SD1_r0_C8E3X0T6";180;2;1;"0";863.149793881624;403.335852102319;0.000706970437025566;0.114232005915451;0.445647975312955;1.29248403057463;0.316598431653596
"C8E3X0T6";"k-plus";"N180_M2_SD1_r0_C8E3X0T6";180;2;1;"0";866.929444258346;403.335827308456;0.000850822676489421;0.00072096425245094;0.787068821221083;0.894151996253943;0.161943296799784
"C8E3X0T6";"k-plus-correlation";"N180_M2_SD1_r0_C8E3X0T6";180;2;1;"0";866.929414764596;403.335853747278;0.000709666241470629;0.000702562793128192;0.306791428733924;0.882163766213486;0.000917468272629215
"C8E3X0T6";"k-plus-skew-kurtosis";"N180_M2_SD1_r0_C8E3X0T6";180;2;1;"0";866.925746008531;403.335693985207;0.0017649106158334;0.00339608948882691;0.0216653772095753;0.160726188445144;0.301582622604117
"C8E3X0T6";"random";"N180_M2_SD1_r0_C8E3X0T6";180;2;1;"0";852.581976351387;400.438491840031;0.216645031962153;0.220966400305975;1.0139056504725;0.796387108247685;0.127596195257184
"C9Q7S2L6";"diversity";"N108_M3_SD3_r0.3_C9Q7S2L6";108;3;3;"0.3";62387.4704975036;3104.55621143008;0.0651462605390583;0.236569758846614;0.395026576660434;0.656458676796772;0.098500783738801
"C9Q7S2L6";"k-means";"N108_M3_SD3_r0.3_C9Q7S2L6";108;3;3;"0.3";61580.9175954461;3104.89692939067;0.0112001873273591;0.67976363511455;0.539202126513704;0.743402091207052;0.228511334261715
"C9Q7S2L6";"k-plus";"N108_M3_SD3_r0.3_C9Q7S2L6";108;3;3;"0.3";62555.8974004259;3104.88666865658;0.0169578471333737;0.0143684789727618;0.98959445408337;0.971723267538339;0.184196257641562
"C9Q7S2L6";"k-plus-correlation";"N108_M3_SD3_r0.3_C9Q7S2L6";108;3;3;"0.3";62555.2303826428;3104.8664031642;0.0255128013330975;0.0208500296051235;0.72288178247684;1.09601354348983;0.0155079516627844
"C9Q7S2L6";"k-plus-skew-kurtosis";"N108_M3_SD3_r0.3_C9Q7S2L6";108;3;3;"0.3";62550.8839477395;3104.88115151179;0.0196877787698747;0.0405208455841596;0.152101364354571;0.883034476490066;0.164763699784568
"C9Q7S2L6";"random";"N108_M3_SD3_r0.3_C9Q7S2L6";108;3;3;"0.3";60860.1710372423;3089.47229681517;0.480512047882029;0.915231724990284;0.504439541259163;0.55775754649764;0.251017909844105
"D0I6V9Z5";"diversity";"N144_M3_SD3_r0.3_D0I6V9Z5";144;3;3;"0.3";65643.7006926351;3385.78782858807;0.0667572565097851;0.28759604530213;0.36971464825588;1.10960452552134;0.108041808927024
"D0I6V9Z5";"k-means";"N144_M3_SD3_r0.3_D0I6V9Z5";144;3;3;"0.3";65553.6721201791;3386.1475631828;0.00649485444857605;0.296533114795566;0.876902044216983;1.58623344614681;0.168703288739722
"D0I6V9Z5";"k-plus";"N144_M3_SD3_r0.3_D0I6V9Z5";144;3;3;"0.3";65853.7089399769;3386.14241133457;0.0100791912004962;0.00582559177272405;0.719621253475693;1.31860424770794;0.21463136435136
"D0I6V9Z5";"k-plus-correlation";"N144_M3_SD3_r0.3_D0I6V9Z5";144;3;3;"0.3";65853.3766553811;3386.14155815943;0.0101322494686955;0.0124332064782585;0.762939025276615;1.66849099860897;0.00723751177396688
"D0I6V9Z5";"k-plus-skew-kurtosis";"N144_M3_SD3_r0.3_D0I6V9Z5";144;3;3;"0.3";65850.0321219927;3385.98841790618;0.0426217979884773;0.035089933477633;0.211785205240587;0.943469151056897;0.206189139318065
"D0I6V9Z5";"random";"N144_M3_SD3_r0.3_D0I6V9Z5";144;3;3;"0.3";65383.2935513585;3286.65794578619;1.02794696265204;0.485368306861536;0.675183394611463;1.09760310079646;0.158977169228659
"D3N2B4C1";"diversity";"N60_M2_SD3_r0.2_D3N2B4C1";60;2;3;"0.2";11542.8735398742;940.944766795137;0.0986173010325085;0.300322982333411;0.306912468764232;0.678966625149691;0.0597691675665561
"D3N2B4C1";"k-means";"N60_M2_SD3_r0.2_D3N2B4C1";60;2;3;"0.2";10810.8192828848;941.191561009326;0.00514961410005832;1.01063617012446;0.648189161901046;1.80894081144918;0.147201197409294
"D3N2B4C1";"k-plus";"N60_M2_SD3_r0.2_D3N2B4C1";60;2;3;"0.2";11603.2051110436;941.178454019104;0.0232559794823617;0.0157640922179323;0.512548662215691;1.32308023252871;0.408807040143533
"D3N2B4C1";"k-plus-correlation";"N60_M2_SD3_r0.2_D3N2B4C1";60;2;3;"0.2";11603.2576671038;941.149301482102;0.0430977148363671;0.0127837402051225;0.482935274372578;1.19822610909438;0.00756767832635402
"D3N2B4C1";"k-plus-skew-kurtosis";"N60_M2_SD3_r0.2_D3N2B4C1";60;2;3;"0.2";11600.284729201;941.095478934972;0.0629172956727685;0.07137199808029;0.210770910748711;1.11033575772044;0.425136610107546
"D3N2B4C1";"random";"N60_M2_SD3_r0.2_D3N2B4C1";60;2;3;"0.2";11239.9310213339;922.047436152572;0.912083784032173;0.777287884010542;0.57534801314639;0.698269171733482;0.443833894821329
"D3T8E5G7";"diversity";"N96_M2_SD2_r0_D3T8E5G7";96;2;2;"0";4958.34414456708;725.879576068279;0.0218087204719804;0.0813643571472578;0.25046315378492;0.271242429833283;0.0791107742421288
"D3T8E5G7";"k-means";"N96_M2_SD2_r0_D3T8E5G7";96;2;2;"0";4926.04394582421;725.904386721337;0.00252779137613088;0.270752628528618;0.358666114225361;0.487953706157674;0.433845091650178
"D3T8E5G7";"k-plus";"N96_M2_SD2_r0_D3T8E5G7";96;2;2;"0";4962.40986485749;725.902766150642;0.00709587379455629;0.00156921132634391;1.06654685396884;1.21739210071442;0.697900140008256
"D3T8E5G7";"k-plus-correlation";"N96_M2_SD2_r0_D3T8E5G7";96;2;2;"0";4962.40485445676;725.903586595823;0.00520008105790562;0.00342761145769233;0.482027319945735;1.00570962989084;0.00429745842874765
"D3T8E5G7";"k-plus-skew-kurtosis";"N96_M2_SD2_r0_D3T8E5G7";96;2;2;"0";4962.39608494578;725.896906981585;0.014658300945059;0.00527841317582023;0.0577641015370682;0.194675278315988;0.252507314423804
"D3T8E5G7";"random";"N96_M2_SD2_r0_D3T8E5G7";96;2;2;"0";4949.48792743747;723.22180459154;0.247232697265874;0.15932871512071;0.488542821747417;0.837184613607296;0.383184357497672
"D6C8T0V1";"diversity";"N288_M2_SD3_r0_D6C8T0V1";288;2;3;"0";81792.5460097708;4868.03033902654;0.0229587639619129;0.065552752185549;0.152833986210843;0.206423081855941;0.0269082595501386
"D6C8T0V1";"k-means";"N288_M2_SD3_r0_D6C8T0V1";288;2;3;"0";81019.7993857766;4868.09121207527;0.000170561971348016;0.460708014132072;0.296535657822505;0.436321211272097;0.144822168424544
"D6C8T0V1";"k-plus";"N288_M2_SD3_r0_D6C8T0V1";288;2;3;"0";81809.3055592965;4868.09121331447;0.000145716466811038;0.00042692224064167;0.415433509428229;0.839747350825877;0.1580061690096
"D6C8T0V1";"k-plus-correlation";"N288_M2_SD3_r0_D6C8T0V1";288;2;3;"0";81809.3038493475;4868.09117381369;0.000604850792512268;0.000702652933314285;0.313011214049948;0.579596077718403;0.000189267721614398
"D6C8T0V1";"k-plus-skew-kurtosis";"N288_M2_SD3_r0_D6C8T0V1";288;2;3;"0";81809.2722615093;4868.09107278083;0.00116946274497506;0.00287726880095573;0.00758790744831174;0.0430587763494124;0.149381798398869
"D6C8T0V1";"random";"N288_M2_SD3_r0_D6C8T0V1";288;2;3;"0";81027.7743734197;4834.40012700042;0.430532019248967;0.434554630085387;0.44671693327414;0.812919093406798;0.185344917739496
